"id","data","input_len","labels","output_type","raw_predictions","filtered_predictions","llm_score"
"20","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","['The patient is seen performing a series of hand movements, including placing their hands on the table, lifting and moving the pink object, and interacting with the green ring.']","The patient is seen performing a series of hand movements, including placing their hands on the table, lifting and moving the pink object, and interacting with the green ring.","40"
"21","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","['The patient is seen interacting with a blue object on a table, possibly as part of a rehabilitation exercise.']","The patient is seen interacting with a blue object on a table, possibly as part of a rehabilitation exercise.","20"
"22","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","[""The patient is wearing a dark grey t-shirt with white patches on the shoulders and is seated at a table. They have several sensors attached to their hands, which are likely part of a rehabilitation or therapy program. The patient is interacting with a blue cylindrical object placed on a black mat with red circles. The patient's movements suggest they are practicing hand and finger dexterity exercises. In the background, another person in a blue shirt is observing and possibly recording the patient's progress.""]","The patient is wearing a dark grey t-shirt with white patches on the shoulders and is seated at a table. They have several sensors attached to their hands, which are likely part of a rehabilitation or therapy program. The patient is interacting with a blue cylindrical object placed on a black mat with red circles. The patient's movements suggest they are practicing hand and finger dexterity exercises. In the background, another person in a blue shirt is observing and possibly recording the patient's progress.","85"
"23","m","1","['wet toothbrush', 'apply toothpaste to toothbrush', 'replace cap on toothpaste tube', 'brush teeth', 'rinse toothbrush and mouth', 'place toothbrush back on countertop']","generate_until","['The patient is seen standing in front of a sink with their hands placed on the counter. They are wearing a white shirt and have black wristbands on both wrists. The patient appears to be preparing for a task, possibly related to a medical or therapeutic exercise.']","The patient is seen standing in front of a sink with their hands placed on the counter. They are wearing a white shirt and have black wristbands on both wrists. The patient appears to be preparing for a task, possibly related to a medical or therapeutic exercise.","20"
"24","m","1","['pick up comb', 'comb both sides of head']","generate_until","['The patient is seen sitting at a table with a black mat in front of them. They have their hands placed on the mat, and they are wearing two devices on their wrists. The patient appears to be engaged in an activity that involves moving their hands and possibly interacting with the devices.']","The patient is seen sitting at a table with a black mat in front of them. They have their hands placed on the mat, and they are wearing two devices on their wrists. The patient appears to be engaged in an activity that involves moving their hands and possibly interacting with the devices.","5"
"25","m","1","['remove deodorant cap', 'twist deodorant base a few times', 'apply deodorant', 'replace deodarant cap', 'untwist the deodorant base', 'put deodorant on table']","generate_until","['The patient is seen sitting at a table in a kitchen, wearing a white t-shirt and wrist braces. They are holding a small white bottle and appear to be examining it closely. The patient then opens the bottle and pours its contents into their mouth.']","The patient is seen sitting at a table in a kitchen, wearing a white t-shirt and wrist braces. They are holding a small white bottle and appear to be examining it closely. The patient then opens the bottle and pours its contents into their mouth.","20"
"26","m","1","['open water bottle', 'pour water into cup', 'take a sip of water', 'place cup on table', 'replace cap on bottle']","generate_until","['The patient is seen sitting at a table in a kitchen, wearing a white t-shirt and black wrist supports. They are holding a water bottle and a paper cup. The patient attempts to pour water from the bottle into the cup, but struggles with the task. After several attempts, they finally manage to pour some water into the cup.']","The patient is seen sitting at a table in a kitchen, wearing a white t-shirt and black wrist supports. They are holding a water bottle and a paper cup. The patient attempts to pour water from the bottle into the cup, but struggles with the task. After several attempts, they finally manage to pour some water into the cup.","85"
"27","m","1","['fill tub with water', 'dip washcloth on the right side into water', 'wring the washcloth', 'wipe each side of face with wet washcloth', 'place first washcloth back on countertop', 'use washcloth on the left side to dry face', 'place second washcloth back on countertop']","generate_until","['The patient is seen washing their hands thoroughly, using a white towel to dry them. They also appear to be wiping their face with the towel, possibly indicating they are feeling unwell or have been in contact with something that requires cleaning.']","The patient is seen washing their hands thoroughly, using a white towel to dry them. They also appear to be wiping their face with the towel, possibly indicating they are feeling unwell or have been in contact with something that requires cleaning.","10"
"28","m","1","['remove bread from plastic bag', 'put the bread on plate', 'open margarine pack', 'spread margarine on bread', 'cut bread into four pieces', 'cut off some bread', 'eat a small bite-sized piece of bread']","generate_until","['The patient is seen preparing a sandwich by spreading something on a slice of bread.']","The patient is seen preparing a sandwich by spreading something on a slice of bread.","30"
"29","m","1","['wear glasses', 'return hands to table', 'remove glasses', 'place glasses on table']","generate_until","['The patient is seen wearing a white t-shirt and black wristbands, interacting with a table covered with a black mat. They are holding a pair of glasses and appear to be examining them closely. The patient seems to be engaged in an activity that involves the use of the glasses, possibly testing their vision or adjusting them for comfort.']","The patient is seen wearing a white t-shirt and black wristbands, interacting with a table covered with a black mat. They are holding a pair of glasses and appear to be examining them closely. The patient seems to be engaged in an activity that involves the use of the glasses, possibly testing their vision or adjusting them for comfort.","95"
"30","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","['The patient is seen performing a series of hand movements, including touching the pink object and moving it around on the table.']","The patient is seen performing a series of hand movements, including touching the pink object and moving it around on the table.","20"
"31","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","['The patient is seen performing a series of movements with their hands, possibly as part of a rehabilitation exercise. They are holding a pink object and moving it in various directions, which could be an activity designed to improve hand function or coordination.']","The patient is seen performing a series of movements with their hands, possibly as part of a rehabilitation exercise. They are holding a pink object and moving it in various directions, which could be an activity designed to improve hand function or coordination.","50"
"32","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","['The patient is wearing a black t-shirt with a graphic design and several sensors on their hands and arms. They are interacting with a blue object placed on a table covered with a dark cloth that has red circles on it. The patient appears to be performing a task that involves manipulating the object, possibly as part of a rehabilitation or experimental procedure.']","The patient is wearing a black t-shirt with a graphic design and several sensors on their hands and arms. They are interacting with a blue object placed on a table covered with a dark cloth that has red circles on it. The patient appears to be performing a task that involves manipulating the object, possibly as part of a rehabilitation or experimental procedure.","40"
"33","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","['The patient is seen interacting with a blue cube placed on a black mat with red circles. The patient uses their hands to manipulate the cube, possibly as part of a rehabilitation exercise or experiment.']","The patient is seen interacting with a blue cube placed on a black mat with red circles. The patient uses their hands to manipulate the cube, possibly as part of a rehabilitation exercise or experiment.","20"
"34","m","1","['wet toothbrush', 'apply toothpaste to toothbrush', 'replace cap on toothpaste tube', 'brush teeth', 'rinse toothbrush and mouth', 'place toothbrush back on countertop']","generate_until","['The patient is seen performing a series of tasks at a sink, including washing their hands, using a toothbrush, and handling various objects.']","The patient is seen performing a series of tasks at a sink, including washing their hands, using a toothbrush, and handling various objects.","10"
"35","m","1","['pick up comb', 'comb both sides of head']","generate_until","['The patient is seen interacting with a black mat on the table, which has circular markers. They use their hands to touch and manipulate the mat, possibly following instructions or performing a task. The patient also holds a small object in their hand, which they examine closely before placing it back on the mat.']","The patient is seen interacting with a black mat on the table, which has circular markers. They use their hands to touch and manipulate the mat, possibly following instructions or performing a task. The patient also holds a small object in their hand, which they examine closely before placing it back on the mat.","10"
"36","m","1","['remove deodorant cap', 'twist deodorant base a few times', 'apply deodorant', 'replace deodarant cap', 'untwist the deodorant base', 'put deodorant on table']","generate_until","['The patient is sitting at a table with a black mat on it. They are wearing a red shirt and have two white gloves on their hands. The patient is using their hands to manipulate a small white object, which appears to be a container or a bottle. They are also wearing black wrist supports on both wrists. The patient is focused on the task at hand, carefully handling the object and moving it around on the mat.']","The patient is sitting at a table with a black mat on it. They are wearing a red shirt and have two white gloves on their hands. The patient is using their hands to manipulate a small white object, which appears to be a container or a bottle. They are also wearing black wrist supports on both wrists. The patient is focused on the task at hand, carefully handling the object and moving it around on the mat.","75"
"37","m","1","['open water bottle', 'pour water into cup', 'take a sip of water', 'place cup on table', 'replace cap on bottle']","generate_until","['The patient is sitting at a table in a kitchen, wearing a red shirt and several wrist braces. They are holding a water bottle and a cup, and they appear to be attempting to open the water bottle. The patient then takes a sip from the cup.']","The patient is sitting at a table in a kitchen, wearing a red shirt and several wrist braces. They are holding a water bottle and a cup, and they appear to be attempting to open the water bottle. The patient then takes a sip from the cup.","40"
"38","m","1","['fill tub with water', 'dip washcloth on the right side into water', 'wring the washcloth', 'wipe each side of face with wet washcloth', 'place first washcloth back on countertop', 'use washcloth on the left side to dry face', 'place second washcloth back on countertop']","generate_until","['The patient is seen performing a series of hand movements, possibly as part of a rehabilitation exercise. They are using their hands to manipulate objects on the counter, such as wiping and placing items in the sink.']","The patient is seen performing a series of hand movements, possibly as part of a rehabilitation exercise. They are using their hands to manipulate objects on the counter, such as wiping and placing items in the sink.","10"
"39","m","1","['remove bread from plastic bag', 'put the bread on plate', 'open margarine pack', 'spread margarine on bread', 'cut bread into four pieces', 'cut off some bread', 'eat a small bite-sized piece of bread']","generate_until","['The patient is seen sitting at a table in a kitchen, wearing a red shirt and black elbow braces. They are using their hands to manipulate objects on the table, including a plate with slices of bread and a small container. The patient appears to be practicing fine motor skills or hand exercises.']","The patient is seen sitting at a table in a kitchen, wearing a red shirt and black elbow braces. They are using their hands to manipulate objects on the table, including a plate with slices of bread and a small container. The patient appears to be practicing fine motor skills or hand exercises.","80"
"40","m","1","['wear glasses', 'return hands to table', 'remove glasses', 'place glasses on table']","generate_until","['The patient is seen sitting at a table in a kitchen, wearing a red shirt and black wrist braces. They are interacting with a pair of glasses placed on the table, adjusting them and examining them closely. The patient appears to be engaged in a task that involves manipulating the glasses, possibly testing their vision or comfort with the glasses.']","The patient is seen sitting at a table in a kitchen, wearing a red shirt and black wrist braces. They are interacting with a pair of glasses placed on the table, adjusting them and examining them closely. The patient appears to be engaged in a task that involves manipulating the glasses, possibly testing their vision or comfort with the glasses.","85"
"41","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","[""The patient is seen performing a series of movements with their hands, which are equipped with sensors. They interact with a pink cylindrical object placed on the table, moving it around and lifting it slightly off the surface. The patient's actions suggest they are engaged in a rehabilitation or therapy exercise designed to improve hand function and dexterity.""]","The patient is seen performing a series of movements with their hands, which are equipped with sensors. They interact with a pink cylindrical object placed on the table, moving it around and lifting it slightly off the surface. The patient's actions suggest they are engaged in a rehabilitation or therapy exercise designed to improve hand function and dexterity.","95"
"42","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","['The patient is seen wearing a red shirt and black gloves, performing a series of movements with a pink object. The patient appears to be engaged in a rehabilitation or therapy exercise, possibly focusing on hand and arm movements.']","The patient is seen wearing a red shirt and black gloves, performing a series of movements with a pink object. The patient appears to be engaged in a rehabilitation or therapy exercise, possibly focusing on hand and arm movements.","50"
"43","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","['The patient is seen performing a series of hand movements, likely as part of a rehabilitation exercise. They are using a blue object placed on a black mat with red circles, which could be part of a therapy tool designed to improve dexterity and coordination.']","The patient is seen performing a series of hand movements, likely as part of a rehabilitation exercise. They are using a blue object placed on a black mat with red circles, which could be part of a therapy tool designed to improve dexterity and coordination.","65"
"44","m","1","['move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center', 'move toilet paper roll from center to outside target', 'move toilet paper roll from outside target back to center']","generate_until","['The patient is seen performing a series of hand movements, likely as part of a rehabilitation exercise. They are using their hands to manipulate a blue object placed on a black mat with red circles, which could be part of a therapy program designed to improve fine motor skills or hand-eye coordination.']","The patient is seen performing a series of hand movements, likely as part of a rehabilitation exercise. They are using their hands to manipulate a blue object placed on a black mat with red circles, which could be part of a therapy program designed to improve fine motor skills or hand-eye coordination.","50"
"45","m","1","['wet toothbrush', 'apply toothpaste to toothbrush', 'replace cap on toothpaste tube', 'brush teeth', 'rinse toothbrush and mouth', 'place toothbrush back on countertop']","generate_until","['The patient is seen standing in front of a sink, holding a toothbrush and a tube of toothpaste. They proceed to apply the toothpaste onto the toothbrush, then rinse their mouth with water from the faucet. After rinsing, they spit out the water and place the toothbrush back on the counter.']","The patient is seen standing in front of a sink, holding a toothbrush and a tube of toothpaste. They proceed to apply the toothpaste onto the toothbrush, then rinse their mouth with water from the faucet. After rinsing, they spit out the water and place the toothbrush back on the counter.","30"
"46","m","1","['pick up comb', 'comb both sides of head']","generate_until","[""The patient is seen sitting at a table with a black mat in front of them, wearing a black t-shirt with the text 'Tiko Disco' on it. They have their hands placed on the mat and appear to be engaged in some form of activity or exercise.""]","The patient is seen sitting at a table with a black mat in front of them, wearing a black t-shirt with the text 'Tiko Disco' on it. They have their hands placed on the mat and appear to be engaged in some form of activity or exercise.","35"
"47","m","1","['remove deodorant cap', 'twist deodorant base a few times', 'apply deodorant', 'replace deodarant cap', 'untwist the deodorant base', 'put deodorant on table']","generate_until","['The patient is seen interacting with a white cylindrical object, possibly a medical device or a piece of equipment. They appear to be demonstrating how to use it, showing different angles and positions. The patient seems focused on the task, indicating they are either practicing or explaining its usage.']","The patient is seen interacting with a white cylindrical object, possibly a medical device or a piece of equipment. They appear to be demonstrating how to use it, showing different angles and positions. The patient seems focused on the task, indicating they are either practicing or explaining its usage.","20"
"48","m","1","['open water bottle', 'pour water into cup', 'take a sip of water', 'place cup on table', 'replace cap on bottle']","generate_until","[""The patient is seen sitting at a table in the kitchen, wearing a black T-shirt with 'TIKI DISCO' written on it. They are holding a water bottle and a cup, and they appear to be engaged in an activity involving these items. The patient is also wearing a wrist brace on their left hand.""]","The patient is seen sitting at a table in the kitchen, wearing a black T-shirt with 'TIKI DISCO' written on it. They are holding a water bottle and a cup, and they appear to be engaged in an activity involving these items. The patient is also wearing a wrist brace on their left hand.","85"
"49","m","1","['fill tub with water', 'dip washcloth on the right side into water', 'wring the washcloth', 'wipe each side of face with wet washcloth', 'place first washcloth back on countertop', 'use washcloth on the left side to dry face', 'place second washcloth back on countertop']","generate_until","['The patient is seen performing a series of hand movements, possibly as part of a rehabilitation exercise. They are using their hands to manipulate a white cloth and a yellow basin, moving the cloth around in the basin and then wiping their hands with it.']","The patient is seen performing a series of hand movements, possibly as part of a rehabilitation exercise. They are using their hands to manipulate a white cloth and a yellow basin, moving the cloth around in the basin and then wiping their hands with it.","10"
"50","m","1","['remove bread from plastic bag', 'put the bread on plate', 'open margarine pack', 'spread margarine on bread', 'cut bread into four pieces', 'cut off some bread', 'eat a small bite-sized piece of bread']","generate_until","['The patient is seen sitting at a table in a kitchen, wearing a black t-shirt and wrist supports. They are using a red-handled knife to cut a piece of bread on a white plate. The patient appears to be practicing their hand movements and knife skills, possibly as part of a rehabilitation exercise.']","The patient is seen sitting at a table in a kitchen, wearing a black t-shirt and wrist supports. They are using a red-handled knife to cut a piece of bread on a white plate. The patient appears to be practicing their hand movements and knife skills, possibly as part of a rehabilitation exercise.","80"
"51","m","1","['wear glasses', 'return hands to table', 'remove glasses', 'place glasses on table']","generate_until","['The patient is seen sitting at a table with a black mat on it. They are wearing a black t-shirt and have their hands placed on the mat. The patient appears to be engaged in an activity that involves moving their hands, possibly following instructions or performing a task.']","The patient is seen sitting at a table with a black mat on it. They are wearing a black t-shirt and have their hands placed on the mat. The patient appears to be engaged in an activity that involves moving their hands, possibly following instructions or performing a task.","25"
"52","m","1","['move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center', 'move toilet paper roll from center target to shelf target', 'move toilet paper roll from shelf target back to center']","generate_until","['The patient is seen sitting at a table, holding a red cup and interacting with a device on the table.']","The patient is seen sitting at a table, holding a red cup and interacting with a device on the table.","0"